,observed_sp_500_returns,forecast_randomwalk,forecast_engle_granger,lower_bound_engle_granger,upper_bound_engle_granger,adf_output,rsquared_step2,coefficients_of_eps_t_1__step2
2013-03-28,4.2213264523639715,-3.2343357931117462,2.629913879415934,-6.056952901498775,11.316780660330643,0.0005724799983810502,0.4447445608504703,0.005213708504394428
2013-04-01,0.3358095138647599,6.102918079192542,-1.5830430495018497,-10.269705147349388,7.1036190483456885,0.0005592213236024156,0.44476121718083506,0.00495961837217644
2013-04-02,1.7278535273431928,-1.5173185700631693,-1.445012128287921,-10.131490231042848,7.2414659744670065,0.0005482411695936221,0.4447528738472192,0.00465495119835492
2013-04-03,-1.652240582467357,3.358004942575654,-2.8040036002163298,-11.490412385709817,5.8824051852771575,0.0005335483667642875,0.4447334452005963,0.004163228587245493
2013-04-04,2.3874874739812313,2.0495793882062903,-0.58270755578822,-9.268890003823556,8.103474892247116,0.0005302770467723573,0.4447340024627866,0.00397083424879514
2013-04-05,2.7790388702797486,5.301405925336406,-2.685993428161572,-11.37208422681128,6.000097370488136,0.0005195795752432588,0.44472085514908166,0.003486153719804732
2013-04-08,0.3441023025667178,13.564311643694728,-4.450195445000113,-13.1365726594514,4.236181769451174,0.0005020987077498705,0.44466192617057587,0.00259624311966012
2013-04-09,-0.30166219129625915,0.9810650077303616,-4.111172033502983,-12.797711964921346,4.575367897915379,0.0004911132799237879,0.44460926317068317,0.0018057693456455942
2013-04-10,-6.066745603375789,-0.16723408441219184,-2.7854583528482006,-11.472008586301467,5.901091880605065,0.0004855620567220081,0.4445760991006048,0.0011658193856909933
2013-04-11,5.027050640856068,-6.972593129230955,2.8443004684381243,-5.842192841664183,11.530793778540431,0.0005048902649813418,0.4445988613750249,0.0017009742800886928
2013-04-12,-2.7191347722951953,7.7899733400234155,-1.2407521441518048,-9.927080846294508,7.4455765579909,0.0005033352795543267,0.4446198751120868,0.0013291967488460767
2013-04-15,0.2216127520226152,-2.8793085771295104,1.7103138502081938,-6.975804017392837,10.396431717809225,0.0005149981826404162,0.4446244974935588,0.0015556156512984524
2013-04-16,0.5974572276967294,0.28760817085060053,1.8164176206759777,-6.8694899834415875,10.502325224793543,0.0005260986597144828,0.44461945777360257,0.0017784948899278894
2013-04-17,-0.5842119933864076,0.6865361002435812,1.3425032443901292,-7.34318100305027,10.02818749183053,0.0005340480836446097,0.4446164620042786,0.0019533294029433785
2013-04-18,0.17950598116200922,-1.2567041309791485,1.8979969045664076,-6.787503972523649,10.583497781656465,0.000544555763316754,0.44460841764680115,0.0022284819908142007
2013-04-19,-1.5463790926278698,-2.861280654315887,1.9699182957988568,-6.7153856143057595,10.655222205903474,0.0005533331936482186,0.44460166603167217,0.0024637562770165825
2013-04-22,2.35841576528264,0.542329174287917,3.535479197650303,-5.149796755471937,12.220755150772543,0.0005698280089621256,0.4445764357887674,0.0029209426094669814
2013-04-23,-3.6418251080807096,0.9344537167360423,1.1245130465445494,-7.560537830616955,9.809563923706055,0.0005733099670005351,0.44458019808913485,0.003065342779565645
2013-04-24,1.0798304594234587,-0.5762147213167572,4.6629952151950596,-4.022213495906674,13.348203926296794,0.0005944188836594038,0.4445452462625672,0.0036713132885524543
2013-04-25,4.71835826726128,1.6331503651104766,3.0762066347941546,-5.608982569308578,11.761395838896886,0.000606590757643284,0.44451718893101944,0.004123983987035456
2013-04-26,-6.24194773563147,2.7872990645870726,-1.4937376984434914,-10.17872538863788,7.191249991750897,0.0005912044821934124,0.444539120760974,0.0038985410592882906
